Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,6773      
Trigger,0         
Start time,2021-04-23,16:30:34
End time,2021-04-23,17:27:01
Trigger time,2021-04-23,16:30:34
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,Alarm1-10,AlarmOut
      2097,2021/04/23 16:48:02,  0,+  79.8,+  19.0,+  20.1,+  37.8,LLLLLLLLLL,LLLL
      2098,2021/04/23 16:48:02,500,+  79.8,+  19.0,+  20.1,+  37.8,LLLLLLLLLL,LLLL
      2099,2021/04/23 16:48:03,  0,+  79.8,+  19.0,+  20.1,+  37.7,LLLLLLLLLL,LLLL
      2100,2021/04/23 16:48:03,500,+  79.8,+  19.0,+  20.0,+  37.8,LLLLLLLLLL,LLLL
      2101,2021/04/23 16:48:04,  0,+  79.9,+  19.0,+  20.1,+  37.8,LLLLLLLLLL,LLLL
      2102,2021/04/23 16:48:04,500,+  79.9,+  19.0,+  20.1,+  37.8,LLLLLLLLLL,LLLL
      2103,2021/04/23 16:48:05,  0,+  79.9,+  19.0,+  20.0,+  37.8,LLLLLLLLLL,LLLL
      2104,2021/04/23 16:48:05,500,+  79.8,+  18.9,+  20.0,+  37.9,LLLLLLLLLL,LLLL
      2105,2021/04/23 16:48:06,  0,+  79.7,+  18.9,+  20.0,+  37.9,LLLLLLLLLL,LLLL
      2106,2021/04/23 16:48:06,500,+  80.0,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2107,2021/04/23 16:48:07,  0,+  79.9,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2108,2021/04/23 16:48:07,500,+  80.0,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2109,2021/04/23 16:48:08,  0,+  79.9,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2110,2021/04/23 16:48:08,500,+  79.8,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2111,2021/04/23 16:48:09,  0,+  79.7,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2112,2021/04/23 16:48:09,500,+  79.8,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2113,2021/04/23 16:48:10,  0,+  79.8,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2114,2021/04/23 16:48:10,500,+  80.0,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2115,2021/04/23 16:48:11,  0,+  79.9,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2116,2021/04/23 16:48:11,500,+  79.9,+  18.8,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2117,2021/04/23 16:48:12,  0,+  79.9,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2118,2021/04/23 16:48:12,500,+  80.0,+  18.9,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2119,2021/04/23 16:48:13,  0,+  80.0,+  18.8,+  20.0,+  38.0,LLLLLLLLLL,LLLL
      2120,2021/04/23 16:48:13,500,+  79.8,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2121,2021/04/23 16:48:14,  0,+  79.9,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2122,2021/04/23 16:48:14,500,+  80.0,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2123,2021/04/23 16:48:15,  0,+  80.0,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2124,2021/04/23 16:48:15,500,+  79.9,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2125,2021/04/23 16:48:16,  0,+  79.8,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2126,2021/04/23 16:48:16,500,+  80.0,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2127,2021/04/23 16:48:17,  0,+  80.0,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2128,2021/04/23 16:48:17,500,+  80.2,+  18.8,+  20.0,+  38.2,LLLLLLLLLL,LLLL
      2129,2021/04/23 16:48:18,  0,+  80.0,+  18.8,+  20.0,+  38.1,LLLLLLLLLL,LLLL
      2130,2021/04/23 16:48:18,500,+  80.0,+  18.8,+  20.0,+  38.2,LLLLLLLLLL,LLLL
      2131,2021/04/23 16:48:19,  0,+  80.1,+  18.8,+  20.0,+  38.2,LLLLLLLLLL,LLLL
      2132,2021/04/23 16:48:19,500,+  80.0,+  18.8,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2133,2021/04/23 16:48:20,  0,+  80.1,+  18.8,+  20.0,+  38.2,LLLLLLLLLL,LLLL
      2134,2021/04/23 16:48:20,500,+  80.0,+  18.8,+  20.0,+  38.2,LLLLLLLLLL,LLLL
      2135,2021/04/23 16:48:21,  0,+  80.0,+  18.8,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2136,2021/04/23 16:48:21,500,+  80.0,+  18.7,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2137,2021/04/23 16:48:22,  0,+  80.1,+  18.8,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2138,2021/04/23 16:48:22,500,+  80.0,+  18.8,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2139,2021/04/23 16:48:23,  0,+  80.0,+  18.7,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2140,2021/04/23 16:48:23,500,+  80.0,+  18.8,+  20.1,+  38.3,LLLLLLLLLL,LLLL
      2141,2021/04/23 16:48:24,  0,+  80.0,+  18.9,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2142,2021/04/23 16:48:24,500,+  80.1,+  18.9,+  20.1,+  38.3,LLLLLLLLLL,LLLL
      2143,2021/04/23 16:48:25,  0,+  80.0,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2144,2021/04/23 16:48:25,500,+  80.2,+  18.9,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2145,2021/04/23 16:48:26,  0,+  80.1,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2146,2021/04/23 16:48:26,500,+  80.0,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2147,2021/04/23 16:48:27,  0,+  80.3,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2148,2021/04/23 16:48:27,500,+  80.0,+  18.9,+  20.0,+  38.4,LLLLLLLLLL,LLLL
      2149,2021/04/23 16:48:28,  0,+  80.1,+  18.9,+  20.0,+  38.4,LLLLLLLLLL,LLLL
      2150,2021/04/23 16:48:28,500,+  80.1,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2151,2021/04/23 16:48:29,  0,+  80.2,+  18.9,+  20.0,+  38.4,LLLLLLLLLL,LLLL
      2152,2021/04/23 16:48:29,500,+  80.3,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2153,2021/04/23 16:48:30,  0,+  80.1,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2154,2021/04/23 16:48:30,500,+  80.1,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2155,2021/04/23 16:48:31,  0,+  80.1,+  18.9,+  20.0,+  38.3,LLLLLLLLLL,LLLL
      2156,2021/04/23 16:48:31,500,+  80.2,+  18.9,+  20.1,+  38.4,LLLLLLLLLL,LLLL
      2157,2021/04/23 16:48:32,  0,+  80.2,+  18.9,+  20.1,+  38.5,LLLLLLLLLL,LLLL
      2158,2021/04/23 16:48:32,500,+  80.1,+  18.9,+  20.0,+  38.5,LLLLLLLLLL,LLLL
      2159,2021/04/23 16:48:33,  0,+  80.2,+  18.9,+  20.1,+  38.5,LLLLLLLLLL,LLLL
      2160,2021/04/23 16:48:33,500,+  80.2,+  18.9,+  20.0,+  38.5,LLLLLLLLLL,LLLL
      2161,2021/04/23 16:48:34,  0,+  80.1,+  18.9,+  20.1,+  38.5,LLLLLLLLLL,LLLL
      2162,2021/04/23 16:48:34,500,+  80.3,+  19.0,+  20.2,+  38.5,LLLLLLLLLL,LLLL
      2163,2021/04/23 16:48:35,  0,+  80.3,+  18.9,+  20.2,+  38.6,LLLLLLLLLL,LLLL
      2164,2021/04/23 16:48:35,500,+  80.1,+  18.9,+  20.2,+  38.6,LLLLLLLLLL,LLLL
      2165,2021/04/23 16:48:36,  0,+  80.3,+  18.9,+  20.2,+  38.6,LLLLLLLLLL,LLLL
      2166,2021/04/23 16:48:36,500,+  80.3,+  18.9,+  20.2,+  38.6,LLLLLLLLLL,LLLL
      2167,2021/04/23 16:48:37,  0,+  80.2,+  18.9,+  20.2,+  38.6,LLLLLLLLLL,LLLL
      2168,2021/04/23 16:48:37,500,+  80.2,+  19.0,+  20.2,+  38.7,LLLLLLLLLL,LLLL
      2169,2021/04/23 16:48:38,  0,+  80.4,+  19.0,+  20.2,+  38.7,LLLLLLLLLL,LLLL
      2170,2021/04/23 16:48:38,500,+  80.2,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2171,2021/04/23 16:48:39,  0,+  80.3,+  19.0,+  20.2,+  38.7,LLLLLLLLLL,LLLL
      2172,2021/04/23 16:48:39,500,+  80.2,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2173,2021/04/23 16:48:40,  0,+  80.1,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2174,2021/04/23 16:48:40,500,+  80.2,+  18.9,+  20.1,+  38.7,LLLLLLLLLL,LLLL
      2175,2021/04/23 16:48:41,  0,+  80.1,+  18.9,+  20.1,+  38.7,LLLLLLLLLL,LLLL
      2176,2021/04/23 16:48:41,500,+  80.3,+  18.9,+  20.1,+  38.7,LLLLLLLLLL,LLLL
      2177,2021/04/23 16:48:42,  0,+  80.2,+  18.9,+  20.2,+  38.7,LLLLLLLLLL,LLLL
      2178,2021/04/23 16:48:42,500,+  80.2,+  18.9,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2179,2021/04/23 16:48:43,  0,+  80.1,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2180,2021/04/23 16:48:43,500,+  80.2,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2181,2021/04/23 16:48:44,  0,+  80.2,+  18.9,+  20.1,+  38.8,LLLLLLLLLL,LLLL
      2182,2021/04/23 16:48:44,500,+  80.1,+  18.9,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2183,2021/04/23 16:48:45,  0,+  80.2,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2184,2021/04/23 16:48:45,500,+  80.3,+  19.0,+  20.1,+  38.8,LLLLLLLLLL,LLLL
      2185,2021/04/23 16:48:46,  0,+  80.2,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2186,2021/04/23 16:48:46,500,+  80.2,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2187,2021/04/23 16:48:47,  0,+  80.3,+  19.0,+  20.1,+  38.8,LLLLLLLLLL,LLLL
      2188,2021/04/23 16:48:47,500,+  80.2,+  19.0,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2189,2021/04/23 16:48:48,  0,+  80.1,+  18.9,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2190,2021/04/23 16:48:48,500,+  80.3,+  18.9,+  20.2,+  38.8,LLLLLLLLLL,LLLL
      2191,2021/04/23 16:48:49,  0,+  80.3,+  19.0,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2192,2021/04/23 16:48:49,500,+  80.3,+  18.9,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2193,2021/04/23 16:48:50,  0,+  80.2,+  19.0,+  20.1,+  38.9,LLLLLLLLLL,LLLL
      2194,2021/04/23 16:48:50,500,+  80.2,+  19.0,+  20.1,+  38.9,LLLLLLLLLL,LLLL
      2195,2021/04/23 16:48:51,  0,+  80.3,+  19.0,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2196,2021/04/23 16:48:51,500,+  80.3,+  19.0,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2197,2021/04/23 16:48:52,  0,+  80.1,+  18.9,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2198,2021/04/23 16:48:52,500,+  80.1,+  19.0,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2199,2021/04/23 16:48:53,  0,+  80.1,+  19.0,+  20.1,+  38.9,LLLLLLLLLL,LLLL
      2200,2021/04/23 16:48:53,500,+  80.3,+  19.0,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2201,2021/04/23 16:48:54,  0,+  80.3,+  18.9,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2202,2021/04/23 16:48:54,500,+  80.2,+  18.9,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2203,2021/04/23 16:48:55,  0,+  80.3,+  18.9,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2204,2021/04/23 16:48:55,500,+  80.3,+  18.9,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2205,2021/04/23 16:48:56,  0,+  80.3,+  18.9,+  20.2,+  38.9,LLLLLLLLLL,LLLL
      2206,2021/04/23 16:48:56,500,+  80.2,+  18.9,+  20.2,+  39.0,LLLLLLLLLL,LLLL
      2207,2021/04/23 16:48:57,  0,+  80.3,+  19.0,+  20.2,+  39.0,LLLLLLLLLL,LLLL
      2208,2021/04/23 16:48:57,500,+  80.3,+  18.9,+  20.2,+  39.0,LLLLLLLLLL,LLLL
      2209,2021/04/23 16:48:58,  0,+  80.3,+  18.9,+  20.2,+  39.0,LLLLLLLLLL,LLLL
      2210,2021/04/23 16:48:58,500,+  80.3,+  18.9,+  20.2,+  39.1,LLLLLLLLLL,LLLL
      2211,2021/04/23 16:48:59,  0,+  80.3,+  18.9,+  20.2,+  39.1,LLLLLLLLLL,LLLL
      2212,2021/04/23 16:48:59,500,+  80.2,+  19.0,+  20.2,+  39.1,LLLLLLLLLL,LLLL
      2213,2021/04/23 16:49:00,  0,+  80.3,+  18.9,+  20.2,+  39.0,LLLLLLLLLL,LLLL
      2214,2021/04/23 16:49:00,500,+  80.3,+  19.0,+  20.2,+  39.0,LLLLLLLLLL,LLLL
      2215,2021/04/23 16:49:01,  0,+  80.3,+  18.9,+  20.2,+  39.1,LLLLLLLLLL,LLLL
      2216,2021/04/23 16:49:01,500,+  80.4,+  19.0,+  20.2,+  39.1,LLLLLLLLLL,LLLL
      2217,2021/04/23 16:49:02,  0,+  80.3,+  19.0,+  20.3,+  39.1,LLLLLLLLLL,LLLL
      2218,2021/04/23 16:49:02,500,+  80.2,+  19.0,+  20.2,+  39.1,LLLLLLLLLL,LLLL
      2219,2021/04/23 16:49:03,  0,+  80.3,+  19.0,+  20.2,+  39.1,LLLLLLLLLL,LLLL
      2220,2021/04/23 16:49:03,500,+  80.3,+  19.0,+  20.3,+  39.2,LLLLLLLLLL,LLLL
      2221,2021/04/23 16:49:04,  0,+  80.3,+  19.0,+  20.2,+  39.2,LLLLLLLLLL,LLLL
      2222,2021/04/23 16:49:04,500,+  80.3,+  19.0,+  20.3,+  39.2,LLLLLLLLLL,LLLL
      2223,2021/04/23 16:49:05,  0,+  80.3,+  19.0,+  20.3,+  39.2,LLLLLLLLLL,LLLL
      2224,2021/04/23 16:49:05,500,+  80.4,+  19.0,+  20.3,+  39.2,LLLLLLLLLL,LLLL
      2225,2021/04/23 16:49:06,  0,+  80.3,+  19.0,+  20.3,+  39.2,LLLLLLLLLL,LLLL
      2226,2021/04/23 16:49:06,500,+  80.4,+  19.0,+  20.2,+  39.3,LLLLLLLLLL,LLLL
      2227,2021/04/23 16:49:07,  0,+  80.3,+  19.0,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2228,2021/04/23 16:49:07,500,+  80.3,+  19.0,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2229,2021/04/23 16:49:08,  0,+  80.4,+  19.1,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2230,2021/04/23 16:49:08,500,+  80.3,+  19.1,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2231,2021/04/23 16:49:09,  0,+  80.4,+  19.1,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2232,2021/04/23 16:49:09,500,+  80.3,+  19.1,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2233,2021/04/23 16:49:10,  0,+  80.3,+  19.1,+  20.2,+  39.3,LLLLLLLLLL,LLLL
      2234,2021/04/23 16:49:10,500,+  80.2,+  19.1,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2235,2021/04/23 16:49:11,  0,+  80.4,+  19.1,+  20.3,+  39.3,LLLLLLLLLL,LLLL
      2236,2021/04/23 16:49:11,500,+  80.3,+  19.1,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2237,2021/04/23 16:49:12,  0,+  80.3,+  19.1,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2238,2021/04/23 16:49:12,500,+  80.4,+  19.1,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2239,2021/04/23 16:49:13,  0,+  80.4,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2240,2021/04/23 16:49:13,500,+  80.3,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2241,2021/04/23 16:49:14,  0,+  80.3,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2242,2021/04/23 16:49:14,500,+  80.3,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2243,2021/04/23 16:49:15,  0,+  80.3,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2244,2021/04/23 16:49:15,500,+  80.3,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2245,2021/04/23 16:49:16,  0,+  80.4,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2246,2021/04/23 16:49:16,500,+  80.4,+  19.1,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2247,2021/04/23 16:49:17,  0,+  80.4,+  19.2,+  20.3,+  39.4,LLLLLLLLLL,LLLL
      2248,2021/04/23 16:49:17,500,+  80.4,+  19.2,+  20.3,+  39.5,LLLLLLLLLL,LLLL
      2249,2021/04/23 16:49:18,  0,+  80.3,+  19.2,+  20.3,+  39.5,LLLLLLLLLL,LLLL
      2250,2021/04/23 16:49:18,500,+  80.4,+  19.1,+  20.3,+  39.5,LLLLLLLLLL,LLLL
      2251,2021/04/23 16:49:19,  0,+  80.3,+  19.2,+  20.3,+  39.6,LLLLLLLLLL,LLLL
      2252,2021/04/23 16:49:19,500,+  80.3,+  19.2,+  20.3,+  39.6,LLLLLLLLLL,LLLL
      2253,2021/04/23 16:49:20,  0,+  80.3,+  19.2,+  20.3,+  39.6,LLLLLLLLLL,LLLL
      2254,2021/04/23 16:49:20,500,+  80.4,+  19.2,+  20.3,+  39.6,LLLLLLLLLL,LLLL
      2255,2021/04/23 16:49:21,  0,+  80.4,+  19.2,+  20.3,+  39.6,LLLLLLLLLL,LLLL
      2256,2021/04/23 16:49:21,500,+  80.4,+  19.2,+  20.3,+  39.6,LLLLLLLLLL,LLLL
      2257,2021/04/23 16:49:22,  0,+  80.3,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2258,2021/04/23 16:49:22,500,+  80.4,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2259,2021/04/23 16:49:23,  0,+  80.4,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2260,2021/04/23 16:49:23,500,+  80.4,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2261,2021/04/23 16:49:24,  0,+  80.3,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2262,2021/04/23 16:49:24,500,+  80.3,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2263,2021/04/23 16:49:25,  0,+  80.3,+  19.2,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2264,2021/04/23 16:49:25,500,+  80.4,+  19.2,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2265,2021/04/23 16:49:26,  0,+  80.6,+  19.2,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2266,2021/04/23 16:49:26,500,+  80.4,+  19.2,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2267,2021/04/23 16:49:27,  0,+  80.3,+  19.2,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2268,2021/04/23 16:49:27,500,+  80.3,+  19.2,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2269,2021/04/23 16:49:28,  0,+  80.3,+  19.2,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2270,2021/04/23 16:49:28,500,+  80.3,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2271,2021/04/23 16:49:29,  0,+  80.3,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2272,2021/04/23 16:49:29,500,+  80.3,+  19.2,+  20.3,+  39.7,LLLLLLLLLL,LLLL
      2273,2021/04/23 16:49:30,  0,+  80.4,+  19.2,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2274,2021/04/23 16:49:30,500,+  80.4,+  19.2,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2275,2021/04/23 16:49:31,  0,+  80.3,+  19.2,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2276,2021/04/23 16:49:31,500,+  80.4,+  19.2,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2277,2021/04/23 16:49:32,  0,+  80.4,+  19.2,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2278,2021/04/23 16:49:32,500,+  80.5,+  19.2,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2279,2021/04/23 16:49:33,  0,+  80.3,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2280,2021/04/23 16:49:33,500,+  80.5,+  19.1,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2281,2021/04/23 16:49:34,  0,+  80.3,+  19.1,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2282,2021/04/23 16:49:34,500,+  80.4,+  19.0,+  20.4,+  39.7,LLLLLLLLLL,LLLL
      2283,2021/04/23 16:49:35,  0,+  80.3,+  19.0,+  20.4,+  39.7,LLLLLLLLLL,LLLL
      2284,2021/04/23 16:49:35,500,+  80.4,+  19.0,+  20.4,+  39.7,LLLLLLLLLL,LLLL
      2285,2021/04/23 16:49:36,  0,+  80.4,+  19.0,+  20.4,+  39.7,LLLLLLLLLL,LLLL
      2286,2021/04/23 16:49:36,500,+  80.4,+  19.0,+  20.4,+  39.7,LLLLLLLLLL,LLLL
      2287,2021/04/23 16:49:37,  0,+  80.4,+  19.1,+  20.3,+  39.8,LLLLLLLLLL,LLLL
      2288,2021/04/23 16:49:37,500,+  80.4,+  19.1,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2289,2021/04/23 16:49:38,  0,+  80.4,+  19.1,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2290,2021/04/23 16:49:38,500,+  80.5,+  19.1,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2291,2021/04/23 16:49:39,  0,+  80.4,+  19.1,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2292,2021/04/23 16:49:39,500,+  80.3,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2293,2021/04/23 16:49:40,  0,+  80.4,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2294,2021/04/23 16:49:40,500,+  80.5,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2295,2021/04/23 16:49:41,  0,+  80.4,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2296,2021/04/23 16:49:41,500,+  80.4,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2297,2021/04/23 16:49:42,  0,+  80.4,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2298,2021/04/23 16:49:42,500,+  80.5,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2299,2021/04/23 16:49:43,  0,+  80.4,+  19.0,+  20.4,+  39.8,LLLLLLLLLL,LLLL
      2300,2021/04/23 16:49:43,500,+  80.4,+  19.0,+  20.4,+  39.9,LLLLLLLLLL,LLLL
      2301,2021/04/23 16:49:44,  0,+  80.5,+  19.0,+  20.4,+  39.9,LLLLLLLLLL,LLLL
      2302,2021/04/23 16:49:44,500,+  80.4,+  19.0,+  20.3,+  39.9,LLLLLLLLLL,LLLL
      2303,2021/04/23 16:49:45,  0,+  80.6,+  19.0,+  20.4,+  39.9,LLLLLLLLLL,LLLL
      2304,2021/04/23 16:49:45,500,+  80.3,+  19.0,+  20.4,+  39.9,LLLLLLLLLL,LLLL
      2305,2021/04/23 16:49:46,  0,+  80.4,+  19.0,+  20.4,+  39.9,LLLLLLLLLL,LLLL
      2306,2021/04/23 16:49:46,500,+  80.4,+  19.0,+  20.4,+  40.0,LLLLLLLLLL,LLLL
      2307,2021/04/23 16:49:47,  0,+  80.4,+  19.0,+  20.3,+  40.0,LLLLLLLLLL,LLLL
      2308,2021/04/23 16:49:47,500,+  80.4,+  19.0,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2309,2021/04/23 16:49:48,  0,+  80.3,+  19.0,+  20.4,+  40.0,LLLLLLLLLL,LLLL
      2310,2021/04/23 16:49:48,500,+  80.4,+  19.0,+  20.4,+  40.0,LLLLLLLLLL,LLLL
      2311,2021/04/23 16:49:49,  0,+  80.4,+  19.0,+  20.3,+  40.1,LLLLLLLLLL,LLLL
      2312,2021/04/23 16:49:49,500,+  80.4,+  19.0,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2313,2021/04/23 16:49:50,  0,+  80.4,+  19.0,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2314,2021/04/23 16:49:50,500,+  80.5,+  19.0,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2315,2021/04/23 16:49:51,  0,+  80.4,+  19.0,+  20.3,+  40.1,LLLLLLLLLL,LLLL
      2316,2021/04/23 16:49:51,500,+  80.4,+  19.0,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2317,2021/04/23 16:49:52,  0,+  80.4,+  19.0,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2318,2021/04/23 16:49:52,500,+  80.4,+  19.1,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2319,2021/04/23 16:49:53,  0,+  80.4,+  19.0,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2320,2021/04/23 16:49:53,500,+  80.3,+  19.1,+  20.5,+  40.1,LLLLLLLLLL,LLLL
      2321,2021/04/23 16:49:54,  0,+  80.4,+  19.1,+  20.4,+  40.1,LLLLLLLLLL,LLLL
      2322,2021/04/23 16:49:54,500,+  80.5,+  19.1,+  20.4,+  40.1,LLLLLLLLLL,LLLL
